Difficulty,Question,QuestionEn,Options,Ans,AnsEn,Category
Medium,Je préfère lire un livre de science-fiction plutôt qu'un roman historique.,I prefer to read a science fiction book rather than a historical novel.,"Je préfère lire un livre de poésie plutôt qu'un roman policier.,Je préfère lire un livre de politique plutôt qu'un livre de cuisine.,Je préfère lire un livre de voyage plutôt qu'un livre de philosophie.,Je préfère lire un livre de romance plutôt qu'un livre de science-fiction.",Je préfère lire un livre de science-fiction plutôt qu'un roman historique.,I prefer to read a science fiction book rather than a historical novel.,Activities
Hard,"La France est un pays de la communauté européenne, n'est-ce pas?","France is a country of the European community, isn't it?","La France est un pays de l'Amérique du Nord, n'est-ce pas?,La France est un pays de l'Afrique, n'est-ce pas?,La France est un pays de l'Asie, n'est-ce pas?,La France est un pays de l'Europe, n'est-ce pas?,La France est un pays de l'Océanie, n'est-ce pas?","La France est un pays de l'Europe, n'est-ce pas?","France is a country of the European community, isn't it?",Activities
Easy,Je vais au parc avec mes amis le week-end.,I go to the park with my friends on the weekend.,"Je vais à la bibliothèque avec mes amis le week-end.,Je vais au cinéma avec mes amis le week-end.,Je vais à la plage avec mes amis le week-end.,Je vais à la montagne avec mes amis le week-end.",Je vais au parc avec mes amis le week-end.,I go to the park with my friends on the weekend.,Activities
Medium,Quel est le nom de la capitale de la France?,What is the name of the capital of France?,"Paris,Lyon,Marseille,Bordeaux",Paris,Paris,Activities
Hard,Quel est le nom du fleuve qui traverse la ville de Lyon?,What is the name of the river that flows through the city of Lyon?,"Rhône,Saône,Loire,Dordogne",Rhône,Rhône,Activities
Easy,"Je m'appelle Antoine et j'ai 25 ans, je suis étudiant.","My name is Antoine and I am 25 years old, I am a student.","Je m'appelle Benjamin et j'ai 28 ans, je suis enseignant.,Je m'appelle Lucas et j'ai 22 ans, je suis entrepreneur.,Je m'appelle Matthieu et j'ai 20 ans, je suis stagiaire.,Je m'appelle Thomas et j'ai 30 ans, je suis ingénieur.","Je m'appelle Antoine et j'ai 25 ans, je suis étudiant.","My name is Antoine and I am 25 years old, I am a student.",Activities
Medium,Je préfère manger un repas de midi dans un restaurant plutôt qu'à la maison.,I prefer to have lunch in a restaurant rather than at home.,"Je préfère manger un repas de midi à la maison plutôt qu'à l'extérieur.,Je préfère manger un repas de midi à l'extérieur plutôt qu'à la maison.,Je préfère manger un repas du soir à la maison plutôt qu'à l'extérieur.,Je préfère manger un repas du soir à l'extérieur plutôt qu'à la maison.",Je préfère manger un repas de midi dans un restaurant plutôt qu'à la maison.,I prefer to have lunch in a restaurant rather than at home.,Activities
Hard,Quel est le nom du président de la République française actuel?,What is the name of the current President of France?,"Emmanuel Macron,Jacques Chirac,François Hollande,Nicolas Sarkozy",Emmanuel Macron,Emmanuel Macron,Activities
Easy,Je m'appelle Marie et j'ai 25 ans.,My name is Marie and I am 25 years old.,"Je m'appelle Sophie et j'ai 30 ans.,Je m'appelle Pierre et j'ai 20 ans.,Je m'appelle Marie et j'ai 35 ans.,Je m'appelle Jacques et j'ai 25 ans.",Je m'appelle Marie et j'ai 25 ans.,My name is Marie and I am 25 years old.,Activities
Medium,Je préfère faire du sport ou lire un livre.,I prefer playing sports or reading a book.,"Je préfère faire du sport ou écouter de la musique.,Je préfère faire du sport ou manger un sandwich.,Je préfère lire un livre ou faire du sport.,Je préfère lire un livre ou écouter de la musique.",Je préfère faire du sport ou lire un livre.,I prefer playing sports or reading a book.,Activities
Hard,Quel est le nom du plus grand fleuve d'Afrique?,What is the name of the largest river in Africa?,"Le Nil,Le Congo,Le Niger,Le Zambezi",Le Nil,The Nile,Activities
Easy,Je vais à la plage avec mes parents.,I am going to the beach with my parents.,"Je vais à la montagne avec mes parents.,Je vais au parc avec mes parents.,Je vais à la bibliothèque avec mes parents.,Je vais au cinéma avec mes parents.",Je vais à la plage avec mes parents.,I am going to the beach with my parents.,Activities
Medium,Quel est votre animal de compagnie?,What is your pet?,"Un chien,Un chat,Un poisson,Un oiseau",Un chien,A dog,Activities
Hard,Quel est le nom du plus grand musée du monde?,What is the name of the largest museum in the world?,"Le Louvre,Le British Museum,Le Musée d'Orsay,Le Metropolitan Museum of Art",Le Louvre,The Louvre,Activities
Easy,Je vais à l'école avec mes amis.,I am going to school with my friends.,"Je vais à la bibliothèque avec mes amis.,Je vais au parc avec mes amis.,Je vais à la plage avec mes amis.,Je vais à la montagne avec mes amis.",Je vais à l'école avec mes amis.,I am going to school with my friends.,Activities
Medium,Quel est votre sport préféré?,What is your favorite sport?,"Le football,Le basketball,Le tennis,Le volley-ball",Le football,Football,Activities
Hard,Quel est le nom de la capitale de la France?,What is the name of the capital of France?,"Paris,Lyon,Marseille,Bordeaux",Paris,Paris,Activities
Easy,Je m'appelle Sophie et j'ai 25 ans.,My name is Sophie and I'm 25 years old.,"Je m'appelle Marie et j'ai 30 ans.,Je m'appelle Pierre et j'ai 20 ans.,Je m'appelle Julien et j'ai 35 ans.,Je m'appelle Emma et j'ai 28 ans.",Je m'appelle Sophie et j'ai 25 ans.,My name is Sophie and I'm 25 years old.,Activities
Medium,Je vais au parc avec mes amis pour faire du sport.,I'm going to the park with my friends to exercise.,"Je vais au parc avec mes amis pour manger un sandwich.,Je vais au parc avec mes amis pour jouer au tennis.,Je vais au parc avec mes amis pour lire un livre.,Je vais au parc avec mes amis pour écouter de la musique.",Je vais au parc avec mes amis pour faire du sport.,I'm going to the park with my friends to exercise.,Activities
Hard,Quel est le nom de la capitale de la France?,What is the name of the capital of France?,"La ville de Paris,La ville de Londres,La ville de Berlin,La ville de Rome",La ville de Paris,The city of Paris,Activities
Easy,Quelle est la différence entre 'tu' et 'vous' en français?,What is the difference between 'tu' and 'vous' in French?,"Tu est utilisé pour les amis et les proches, tandis que vous est utilisé pour les étrangers et les personnes plus âgées,Tu est utilisé pour les étrangers et les personnes plus âgées, tandis que vous est utilisé pour les amis et les proches,Tu est utilisé pour les personnes plus âgées, tandis que vous est utilisé pour les étrangers,Vous est utilisé pour les amis et les proches, tandis que tu est utilisé pour les étrangers","Tu est utilisé pour les amis et les proches, tandis que vous est utilisé pour les étrangers et les personnes plus âgées","You use 'tu' for friends and close people, while 'vous' is used for strangers and older people",Expressions
Medium,Comment dire 'I am from Paris' en français?,How do you say 'I am from Paris' in French?,"Je suis de Paris,Je suis à Paris,Je suis en Paris,Je suis venant de Paris",Je suis de Paris,I am from Paris,Expressions
Hard,Pouvez-vous traduire 'The book is on the table' en français?,Can you translate 'The book is on the table' into French?,"Le livre est sur la table,Le livre est à la table,Le livre est dans la table,Le livre est en dessous de la table",Le livre est sur la table,The book is on the table,Expressions
Easy,Quelle est la traduction de 'hello' en français?,What is the translation of 'hello' in French?,"Bonjour,Salut,Au revoir,Désolé",Bonjour,Hello,Expressions
Medium,Comment dire 'excuse me' en français avec respect?,How do you say 'excuse me' in French with respect?,"Excusez-moi s'il vous plaît,Pardon, s'il vous plaît,Désolé, s'il vous plaît,Je m'excuse, s'il vous plaît",Excusez-moi s'il vous plaît,"Excuse me, please",Expressions
Hard,"Je suis perdu dans la ville, pouvez-vous m'aider à trouver l'hôtel?","I am lost in the city, can you help me find the hotel?","Oui, bien sûr, je peux vous aider,Non, je ne peux pas vous aider,Je ne sais pas où se trouve l'hôtel,Désolé, je ne peux pas vous aider","Oui, bien sûr, je peux vous aider","Yes, of course, I can help you",Expressions
Easy,Quelle est la différence entre 'le' et 'la' en français?,What is the difference between 'le' and 'la' in French?,"Le est utilisé pour les objets masculins, tandis que la est utilisé pour les objets féminins,La est utilisé pour les objets masculins, tandis que le est utilisé pour les objets féminins,Le est utilisé pour les objets féminins, tandis que la est utilisé pour les objets masculins,La est utilisé pour les objets féminins, tandis que le est utilisé pour les objets masculins","Le est utilisé pour les objets masculins, tandis que la est utilisé pour les objets féminins","You use 'le' for masculine objects, while 'la' is used for feminine objects",Expressions
Medium,Comment dire 'I am going to the store' en français?,How do you say 'I am going to the store' in French?,"Je vais au magasin,Je suis au magasin,Je suis en train de aller au magasin,Je vais en train de aller au magasin",Je vais au magasin,I am going to the store,Expressions
Hard,Pouvez-vous traduire 'The weather is nice today' en français?,Can you translate 'The weather is nice today' into French?,"Le temps est beau aujourd'hui,Le temps est mauvais aujourd'hui,Le temps est en train de changer aujourd'hui,Le temps est toujours mauvais",Le temps est beau aujourd'hui,The weather is nice today,Expressions
Easy,Quel est le pluriel de 'chat'?,What is the plural of 'cat'?,"Chat,Chats,Chattes,Château",Chats,Cats,Expressions
Medium,Comment dire 'I love you' en français?,How do you say 'I love you' in French?,"Je t'aime,Je t'adore,Je t'apprécie,Je t'aime beaucoup",Je t'aime,I love you,Expressions
Hard,Pouvez-vous traduire 'The sun is shining' en français?,Can you translate 'The sun is shining' into French?,"Le soleil brille,Le soleil est caché,Le soleil est caché derrière les nuages,Le soleil est éteint",Le soleil brille,The sun is shining,Expressions
Easy,Quel est le singulier de 'élèves'?,What is the singular of 'tudents'?,"Élève,Élèves,Étudiant,Étudiants",Élève,Student,Expressions
Medium,Comment dire 'goodbye' en français?,How do you say 'goodbye' in French?,"Au revoir,À bientôt,À demain,Adieu",Au revoir,Goodbye,Expressions
Hard,Pouvez-vous traduire 'I am going to the store' en français?,Can you translate 'I am going to the store' into French?,"Je vais au magasin,Je vais au supermarché,Je vais chez le boulanger,Je vais au cinéma",Je vais au magasin,I am going to the store,Expressions
Easy,Quel est le pluriel de 'fille'?,What is the plural of 'girl'?,"Fille,Filles,Fillette,Fillesules",Filles,Girls,Expressions
Medium,Comment dire 'happy birthday' en français?,How do you say 'happy birthday' in French?,"Joyeux anniversaire,Bonne fête,Bon anniversaire,Joyeux retour d'anniversaire",Joyeux anniversaire,Happy birthday,Expressions
Easy,Quelle est la différence entre 'tu' et 'vous' en français?,What is the difference between 'tu' and 'vous' in French?,"Tu est utilisé pour les amis, tandis que 'vous' est utilisé pour les personnes âgées,Tu est utilisé pour les personnes âgées, tandis que 'vous' est utilisé pour les amis,Tu est utilisé pour les étrangers, tandis que 'vous' est utilisé pour les locaux,Tu est utilisé pour les locaux, tandis que 'vous' est utilisé pour les étrangers","Tu est utilisé pour les amis, tandis que 'vous' est utilisé pour les personnes âgées","You are used for friends, while 'you' is used for the elderly",Expressions
Easy,Quelle est la différence entre 'tu' et 'vous' en français?,What is the difference between 'tu' and 'vous' in French?,"Il n'y a pas de différence,Tu est utilisé pour les amis, vous est utilisé pour les inconnus,Tu est utilisé pour les inconnus, vous est utilisé pour les amis,Il n'y a pas de règle","Tu est utilisé pour les amis, vous est utilisé pour les inconnus","You use 'tu' for friends, 'vous' for strangers",Expressions
Medium,Comment dire 'I don't understand' en français?,How do you say 'I don't understand' in French?,"Je ne parle pas français,Je ne comprends pas,Je suis désolé,Je suis perdu",Je ne comprends pas,I don't understand,Expressions
Hard,"Je suis en train de préparer un repas, pouvez-vous m'aider à trouver la recette?","I am cooking a meal, can you help me find the recipe?","Oui, je connais la recette,Non, je ne sais pas,Je ne suis pas sûr,Je vais chercher la recette","Oui, je connais la recette","Yes, I know the recipe",Expressions
Easy,Quelle est la traduction de 'hello' en français?,What is the translation of 'hello' in French?,"Bonjour,Salut,Au revoir,Désolé",Bonjour,Hello,Expressions
Medium,Comment dire 'I love you' en français?,How do you say 'I love you' in French?,"Je t'aime,Je t'adore,Je suis amoureux,Je suis désolé",Je t'aime,I love you,Expressions
Hard,"Je suis en train de faire une présentation, pouvez-vous m'aider à répéter les mots?","I am giving a presentation, can you help me repeat the words?","Oui, je peux vous aider,Non, je ne sais pas,Je ne suis pas sûr,Je vais chercher les mots","Oui, je peux vous aider","Yes, I can help you",Expressions
Easy,Quelle est la différence entre 'le' et 'la' en français?,What is the difference between 'le' and 'la' in French?,"Il n'y a pas de différence,Le est utilisé pour les objets masculins, la est utilisé pour les objets féminins,Le est utilisé pour les objets féminins, la est utilisé pour les objets masculins,Il n'y a pas de règle","Le est utilisé pour les objets masculins, la est utilisé pour les objets féminins","You use 'le' for masculine objects, 'la' for feminine objects",Expressions
Medium,Comment dire 'I am happy' en français?,How do you say 'I am happy' in French?,"Je suis heureux,Je suis triste,Je suis fatigué,Je suis désolé",Je suis heureux,I am happy,Expressions
Easy,Quel est le mot pour dire 'library' en français?,What is the word for 'library' in French?,"Bibliothèque,Musée,Université,École",Bibliothèque,Library,Expressions
Medium,Comment vous dire 'I love reading' en français?,How do you say 'I love reading' in French?,"J'adore lire,Je lis beaucoup,Lire est mon passe-temps,Je n'aime pas lire",J'adore lire,I love reading,Expressions
Hard,"Je suis un peu perdu, pouvez-vous m'aider à trouver l'adresse de la bibliothèque?","I am a bit lost, can you help me find the address of the library?","Oui, bien sûr, je peux vous aider,Non, je ne sais pas,Je ne peux pas vous aider,Désolé, je suis perdu moi-même","Oui, bien sûr, je peux vous aider","Yes, of course, I can help you",Expressions
Easy,Quelle est la traduction de 'hello' en français?,What is the translation of 'hello' in French?,"Bonjour,Salut,Au revoir,Merci",Bonjour,Hello,Expressions
Easy,Quelle est la différence entre 'tu' et 'vous' en français?,What is the difference between 'tu' and 'vous' in French?,"'Tu' est utilisé pour les personnes proches, 'vous' est utilisé pour les personnes éloignées,'Tu' est utilisé pour les personnes éloignées, 'vous' est utilisé pour les personnes proches,'Tu' est utilisé pour les formules de politesse, 'vous' est utilisé pour les formules de politesse,'Tu' est utilisé pour les formules de politesse, 'vous' est utilisé pour les formules de courtoisie","'Tu' est utilisé pour les personnes proches, 'vous' est utilisé pour les personnes éloignées","'Tu' is used for close people, 'vous' is used for distant people",Expressions
Medium,Comment dire 'I am happy' en français sans utiliser 'happy' directement?,How to say 'I am happy' in French without using 'happy' directly?,"Je suis content,Je suis heureux,Je suis fêté,Je suis célébré",Je suis heureux,I am happy,Expressions
Hard,"Traduisez la phrase 'I am looking for a place to eat' en français, en utilisant le futur simple.","Translate the phrase 'I am looking for a place to eat' in French, using the future simple tense.","Je vais chercher un endroit pour manger,Je cherche un endroit pour manger,Je vais manger quelque chose,Je vais aller chercher à manger",Je vais chercher un endroit pour manger,I will look for a place to eat,Expressions
Easy,Quelle est la différence entre 'le' et 'la' en français?,What is the difference between 'le' and 'la' in French?,"'Le' est utilisé pour les objets masculins, 'la' est utilisé pour les objets féminins,'Le' est utilisé pour les objets féminins, 'la' est utilisé pour les objets masculins,'Le' est utilisé pour les formules de politesse, 'la' est utilisé pour les formules de courtoisie,'Le' est utilisé pour les formules de politesse, 'la' est utilisé pour les formules de courtoisie","'Le' est utilisé pour les objets masculins, 'la' est utilisé pour les objets féminins","'Le' is used for masculine objects, 'la' is used for feminine objects",Expressions
Medium,Comment dire 'I have a dog' en français sans utiliser 'have' directement?,How to say 'I have a dog' in French without using 'have' directly?,"J'ai un chien,Je possède un chien,Je suis propriétaire d'un chien,Je suis le propriétaire d'un chien",J'ai un chien,I have a dog,Expressions
Hard,"Traduisez la phrase 'I am going to the store to buy some milk' en français, en utilisant le futur simple et la négation.","Translate the phrase 'I am going to the store to buy some milk' in French, using the future simple tense and negation.","Je vais aller au magasin pour acheter du lait, mais je ne le ferai pas,Je vais aller au magasin pour acheter du lait, et je le ferai,Je vais aller au magasin pour acheter du lait, mais je ne le trouverai pas,Je vais aller au magasin pour acheter du lait, et je le trouverai","Je vais aller au magasin pour acheter du lait, mais je ne le ferai pas","I will go to the store to buy some milk, but I won't do it",Expressions
Easy,Quelle est la différence entre 'je' et 'tu' en français?,What is the difference between 'je' and 'tu' in French?,"'Je' est utilisé pour les formules de politesse, 'tu' est utilisé pour les formules de courtoisie,'Je' est utilisé pour les personnes éloignées, 'tu' est utilisé pour les personnes proches,'Je' est utilisé pour les objets masculins, 'tu' est utilisé pour les objets féminins,'Je' est utilisé pour les formules de politesse, 'tu' est utilisé pour les formules de courtoisie","'Je' est utilisé pour les personnes proches, 'tu' est utilisé pour les personnes éloignées","'Je' is used for close people, 'tu' is used for distant people",Expressions
Medium,Comment dire 'I am studying French' en français sans utiliser 'tudy' directement?,How to say 'I am studying French' in French without using 'tudy' directly?,"Je suis en train d'apprendre le français,Je suis étudiant en français,Je suis en train de faire des études de français,Je suis en train de m'initier au français",Je suis en train d'apprendre le français,I am learning French,Expressions
Hard,"Traduisez la phrase 'I am going to the movies with my friends' en français, en utilisant le futur simple et la conjonction de coordination.","Translate the phrase 'I am going to the movies with my friends' in French, using the future simple tense and the coordinating conjunction.","Je vais aller au cinéma avec mes amis, et je vais les accompagner,Je vais aller au cinéma avec mes amis, mais je ne les accompagnerai pas,Je vais aller au cinéma avec mes amis, et je ne les accompagnerai pas,Je vais aller au cinéma avec mes amis, mais je les accompagnerai","Je vais aller au cinéma avec mes amis, et je vais les accompagner","I will go to the movies with my friends, and I will accompany them",Expressions
Easy,Quelle est la différence entre 'le' et 'la' en français?,What is the difference between 'le' and 'la' in French?,"Le 'le' est utilisé pour les objets masculins,Le 'la' est utilisé pour les objets féminins,Le 'le' est utilisé pour les objets singuliers,Le 'la' est utilisé pour les objets pluriels",Le 'le' est utilisé pour les objets masculins,The 'le' is used for masculine objects,Expressions
Medium,Comment dire 'I have a pen' en français avec le pronom personnel 'je'?,How do you say 'I have a pen' in French with the personal pronoun 'je'?,"Je possède un stylo,J'ai un stylo,Je suis en possession d'un stylo,J'ai-je un stylo",J'ai un stylo,I have a pen,Expressions
Hard,Traduisez 'The cat is sleeping on the couch' en français avec les articles définis 'le' et 'la'.,Translate 'The cat is sleeping on the couch' in French with the definite articles 'le' and 'la'.,"Le chat est endormi sur le canapé,La chatte est endormie sur le sofa,Le chat est couché sur le canapé,La chatte est allongée sur le sofa",Le chat est endormi sur le canapé,The cat is sleeping on the couch,Expressions
Easy,Quelle est la différence entre 'tu' et 'vous' en français?,What is the difference between 'tu' and 'vous' in French?,"Il n'y a pas de différence,'Tu' est pour les amis','Vous' est pour les inconnus,'Tu' est pour les inconnus','Vous' est pour les amis",Il n'y a pas de différence,There is no difference,Expressions
Easy,Quelle est la différence entre 'tu' et 'vous'?,What is the difference between 'tu' and 'vous'?,"Il n'y a pas de différence,Le 'tu' est utilisé pour les amis,Le 'vous' est utilisé pour les parents,Le 'tu' est utilisé pour les parents",Il n'y a pas de différence,There is no difference,Expressions
Easy,Quelle est la différence entre 'le' et 'la' en français?,What is the difference between 'the' and 'a' in French?,"La différence est dans le genre,La différence est dans le nombre,La différence est dans l'accent,La différence est dans la conjugaison",La différence est dans le genre,The difference is in the gender,Expressions
Easy,Quelle est la différence entre 'tu' et 'vous' en français?,What is the difference between 'tu' and 'vous' in French?,"Tu est utilisé pour les personnes proches,Vous est utilisé pour les personnes lointaines,Tu est utilisé pour les personnes lointaines,Vous est utilisé pour les personnes proches",Vous est utilisé pour les personnes lointaines,Used for distant people,Expressions
Medium,Comment dire 'I don't understand' en français?,How do you say 'I don't understand' in French?,"Je ne comprends pas,Je comprends bien,Je suis désolé,Je m'excuse",Je ne comprends pas,I don't understand,Expressions
Hard,Pouvez-vous traduire 'I would like to speak with the manager' en français?,Can you translate 'I would like to speak with the manager' into French?,"Je voudrais parler avec le directeur,Je suis perdu, pouvez-vous m'aider?,Je voudrais commander un café,Je suis désolé, je ne parle pas français",Je voudrais parler avec le directeur,I would like to speak with the manager,Expressions
Easy,"Quelle est la signification de ""bonjour"" en français?",What is the meaning of 'hello' in French?,"Bonjour,Salut,Au revoir,Adieu",Bonjour,Hello,Expressions
Medium,Comment dire 'I am hungry' en français?,How do you say 'I am hungry' in French?,"Je suis affamé,Je suis fatigué,Je suis perdu,Je suis désolé",Je suis affamé,I am hungry,Expressions
Easy,Quelle est la traduction de 'hello' en français?,What is the translation of 'hello' in French?,"Bonjour,Salut,Au revoir,Je m'appelle",Bonjour,Hello,Expressions
Easy,Comment dire 'goodbye' en français?,How do you say 'goodbye' in French?,"Au revoir,Bonne nuit,À bientôt,À demain",Au revoir,Goodbye,Expressions
Easy,Quelle est la différence entre 'il' et 'elle' en français?,What is the difference between 'he' and 'he' in French?,"Il est utilisé pour les hommes, tandis que elle est utilisée pour les femmes,Elle est utilisée pour les hommes, tandis que il est utilisé pour les femmes,Il est utilisé pour les animaux, tandis que elle est utilisée pour les plantes,Elle est utilisée pour les animaux, tandis que il est utilisé pour les plantes","Il est utilisé pour les hommes, tandis que elle est utilisée pour les femmes","He is used for men, while she is used for women",Expressions
Medium,Comment dire 'I love you' en français?,How do you say 'I love you' in French?,"Je t'aime,Je t'adore,Je suis amoureux,Je suis tombé amoureux",Je t'aime,I love you,Expressions
Medium,Quelle est la traduction de 'I am happy' en français?,What is the translation of 'I am happy' in French?,"Je suis heureux,Je suis triste,Je suis fatigué,Je suis nerveux",Je suis heureux,I am happy,Expressions
Medium,Comment dire 'I am from the United States' en français?,How do you say 'I am from the United States' in French?,"Je suis des États-Unis,Je suis à États-Unis,Je suis en États-Unis,Je suis venant des États-Unis",Je suis des États-Unis,I am from the United States,Expressions
Hard,Pouvez-vous traduire 'The weather is nice today' en français?,Can you translate 'The weather is nice today' into French?,"Le temps est gentil aujourd'hui,Le temps est mauvais aujourd'hui,Le temps est variable aujourd'hui,Le temps est incertain aujourd'hui",Le temps est gentil aujourd'hui,The weather is nice today,Expressions
Hard,"Comment dire 'I would like a coffee, please' en français?","How do you say 'I would like a coffee, please' in French?","Je voudrais un café, s'il vous plaît,Je voudrais un thé, s'il vous plaît,Je voudrais un eau, s'il vous plaît,Je voudrais un jus d'orange, s'il vous plaît","Je voudrais un café, s'il vous plaît","I would like a coffee, please",Expressions
Hard,Quelle est la traduction de 'The hotel is located in the city center' en français?,What is the translation of 'The hotel is located in the city center' into French?,"L'hôtel est situé dans le centre-ville,Le hôtel est situé dans la banlieue,Le hôtel est situé dans la campagne,Le hôtel est situé en ville",L'hôtel est situé dans le centre-ville,The hotel is located in the city center,Expressions
Hard,Comment dire 'I am looking for a job' en français?,How do you say 'I am looking for a job' in French?,"Je cherche un emploi,Je cherche une carrière,Je cherche une opportunité,Je cherche un défi",Je cherche un emploi,I am looking for a job,Expressions
Hard,Quelle est la traduction de 'The restaurant is closed' en français?,What is the translation of 'The restaurant is closed' into French?,"Le restaurant est ouvert,Le restaurant est fermé,Le restaurant est réservé,Le restaurant est rempli",Le restaurant est fermé,The restaurant is closed,Expressions
Hard,Comment dire 'I would like to reserve a table for two' en français?,How do you say 'I would like to reserve a table for two' in French?,"Je voudrais réserver une table pour deux,Je voudrais réserver une table pour un,Je voudrais réserver une table pour trois,Je voudrais réserver une table pour quatre",Je voudrais réserver une table pour deux,I would like to reserve a table for two,Expressions
Hard,Quelle est la traduction de 'The flight is delayed' en français?,What is the translation of 'The flight is delayed' into French?,"Le vol est en retard,Le vol est à l'heure,Le vol est annulé,Le vol est retardé",Le vol est en retard,The flight is delayed,Expressions
Hard,Comment dire 'I would like to speak with the manager' en français?,How do you say 'I would like to speak with the manager' in French?,"Je voudrais parler avec le manager,Je voudrais parler avec la patronne,Je voudrais parler avec la serveuse,Je voudrais parler avec le serveur",Je voudrais parler avec le manager,I would like to speak with the manager,Expressions
Hard,Quelle est la traduction de 'The hotel room is not available' en français?,What is the translation of 'The hotel room is not available' into French?,"La chambre d'hôtel est disponible,La chambre d'hôtel est réservée,La chambre d'hôtel est occupée,La chambre d'hôtel n'est pas disponible",La chambre d'hôtel n'est pas disponible,The hotel room is not available,Expressions
Hard,Comment dire 'I would like to cancel my reservation' en français?,How do you say 'I would like to cancel my reservation' in French?,"Je voudrais annuler ma réservation,Je voudrais modifier ma réservation,Je voudrais confirmer ma réservation,Je voudrais réserver une autre table",Je voudrais annuler ma réservation,I would like to cancel my reservation,Expressions
Hard,Quelle est la traduction de 'The train is cancelled' en français?,What is the translation of 'The train is cancelled' into French?,"Le train est annulé,Le train est en retard,Le train est à l'heure,Le train est décalé",Le train est annulé,The train is cancelled,Expressions
Hard,Comment dire 'I would like to speak with the customer service' en français?,How do you say 'I would like to speak with the customer service' in French?,"Je voudrais parler avec le service client,Je voudrais parler avec la patronne,Je voudrais parler avec la serveuse,Je voudrais parler avec le serveur",Je voudrais parler avec le service client,I would like to speak with the customer service,Expressions
Easy,Quelle est la traduction de 'Hello' en français?,What is the translation of 'Hello' in French?,"Bonjour,Salut,Au revoir,Bonsoir",Bonjour,Hello,Expressions
Easy,Comment dire 'Goodbye' en français?,How do you say 'Goodbye' in French?,"Au revoir,Bonjour,Salut,Bonsoir",Au revoir,Goodbye,Expressions
Easy,Quelle est la traduction de 'Thank you' en français?,What is the translation of 'Thank you' in French?,"Merci,De rien,Au revoir,Salut",Merci,Thank you,Expressions
Easy,Comment dire 'Excuse me' en français?,How do you say 'Excuse me' in French?,"Excusez-moi,Pardon,Désolé,Je m'excuse",Excusez-moi,Excuse me,Expressions
Easy,Quelle est la traduction de 'Yes' en français?,What is the translation of 'Yes' in French?,"Oui,Non,Peut-être,Désolé",Oui,Yes,Expressions
Easy,Comment dire 'No' en français?,How do you say 'No' in French?,"Non,Oui,Peut-être,Désolé",Non,No,Expressions
Easy,Quelle est la traduction de 'Maybe' en français?,What is the translation of 'Maybe' in French?,"Peut-être,Oui,Non,Désolé",Peut-être,Maybe,Expressions
Easy,Comment dire 'I don't understand' en français?,How do you say 'I don't understand' in French?,"Je ne comprends pas,Je comprends,Je m'excuse,Excusez-moi",Je ne comprends pas,I don't understand,Expressions
Easy,Quelle est la traduction de 'I don't know' en français?,What is the translation of 'I don't know' in French?,"Je ne sais pas,Je sais,Je m'excuse,Excusez-moi",Je ne sais pas,I don't know,Expressions
Medium,Comment dire 'I would like to order the menu' en français?,How do you say 'I would like to order the menu' in French?,"Je voudrais commander le menu,Je voudrais modifier le menu,Je voudrais annuler le menu,Je voudrais réserver une autre table",Je voudrais commander le menu,I would like to order the menu,Expressions
Medium,Quelle est la traduction de 'The bill please' en français?,What is the translation of 'The bill please' into French?,"L'addition s'il vous plaît,La carte s'il vous plaît,L'eau s'il vous plaît,Le menu s'il vous plaît",L'addition s'il vous plaît,The bill please,Expressions
Medium,Comment dire 'I would like to speak with the manager' en français?,How do you say 'I would like to speak with the manager' in French?,"Je voudrais parler avec le manager,Je voudrais parler avec la patronne,Je voudrais parler avec la serveuse,Je voudrais parler avec le serveur",Je voudrais parler avec le manager,I would like to speak with the manager,Expressions
Medium,Quelle est la traduction de 'The food is delicious' en français?,What is the translation of 'The food is delicious' into French?,"La nourriture est délicieuse,La nourriture est mauvaise,La nourriture est moyenne,La nourriture est bonne",La nourriture est délicieuse,The food is delicious,Expressions
Medium,Comment dire 'I would like to complain about the service' en français?,How do you say 'I would like to complain about the service' in French?,"Je voudrais me plaindre du service,Je voudrais louer le service,Je voudrais annuler le service,Je voudrais réserver une autre table",Je voudrais me plaindre du service,I would like to complain about the service,Expressions
Medium,Quelle est la traduction de 'The service is good' en français?,What is the translation of 'The service is good' into French?,"Le service est bon,Le service est mauvais,Le service est moyen,Le service est excellent",Le service est bon,The service is good,Expressions
Hard,Comment dire 'I would like to speak with the customer service' en français?,How do you say 'I would like to speak with the customer service' in French?,"Je voudrais parler avec le service client,Je voudrais parler avec la patronne,Je voudrais parler avec la serveuse,Je voudrais parler avec le serveur",Je voudrais parler avec le service client,I would like to speak with the customer service,Expressions
Hard,Quelle est la traduction de 'The product is not available' en français?,What is the translation of 'The product is not available' into French?,"Le produit est disponible,Le produit est réservé,Le produit est occupé,Le produit n'est pas disponible",Le produit n'est pas disponible,The product is not available,Expressions
Hard,Comment dire 'I would like to cancel my reservation' en français?,How do you say 'I would like to cancel my reservation' in French?,"Je voudrais annuler ma réservation,Je voudrais modifier ma réservation,Je voudrais confirmer ma réservation,Je voudrais réserver une autre table",Je voudrais annuler ma réservation,I would like to cancel my reservation,Expressions
